Location,Rating,Review
Oasis Mall Salalah,Positive,Definitely my favorite cinema in Salalah. They have the best promotions and service from the assistant manager and staff. And ofcourse very comfortable seats.
Oasis Mall Salalah,Positive,"Best cinema in town. Spacious and comfy seats, good food, service and friendly staffs."
Oasis Mall Salalah,Positive,Well served by Alwyn.
Oasis Mall Salalah,Positive,"Excellent cinema with friendly atmosphere.
Lots of promotion on tickets with good food option."
Oasis Mall Salalah,Positive,Great place to watch movies.
Oasis Mall Salalah,Positive,Excellent
Oasis Mall Salalah,Positive,There are only two cinema complex available in salalah for movie buffs.cinepolis is the recently opened one. Good seating including recliner seating available.
Oasis Mall Salalah,Negative,"الشاشة صغيرة مقارنة بباقي دور السينما، كما أن كراسي الدرجة العادية غير مريحة وتعامل العاملين هناك لم يكن طيبا للأسف.

Not that good for many reasons!!!!"
Oasis Mall Salalah,Positive,من أفضل الأفلام التي تعرض في السينمائي
Oasis Mall Salalah,Positive,Overall excellent experience... Even for 2 guyz they will run a film without cancelling the show same as other theatres. Also the response in time of any technical failure was handling in great manner. Have a suggestion that the kinds of snacks can be in more varieties.. All others were maintaining good...
Oasis Mall Salalah,Positive,"Cinepolis, always priority in watching my favorite movies, wonderful experience and accolades their arrangements and customer support. All their staff meet my expectations always on their services and pleasant face."
Oman Avenues Mall,Positive,Nice cinema and great prices
Oman Avenues Mall,Positive,يستحق سعود جائزة موظف الشهر
Oman Avenues Mall,Positive,ارهب خدمه
Oman Avenues Mall,Positive,"سينما ممتازة والوحيدة في السلطنة الي فيها 4d
وخدمة العملاء ممتازة ولطفاء ."
Oman Avenues Mall,Positive,احسن واحد سعود
Oman Avenues Mall,Positive,very helpful person
Oman Avenues Mall,Positive,Best cinema in Oman very good
Oman Avenues Mall,Positive,Service is excellent and no comparisons...
Oman Avenues Mall,Positive,Was great experience
Oman Avenues Mall,Positive,Amazing ambiance.. Good experience in watching with Dolby 🔥🔥🔥🔥
Oman Avenues Mall,Positive,Good services
Oman Avenues Mall,Positive,Always favorite
Oman Avenues Mall,Positive,ماشاءالله المكان وهيب وجميل جدا وكنت سعيد جدا
Oasis Mall Salalah,Positive,Awesome
Oasis Mall Salalah,Positive,"Watched many movies, had an extraordinary movie screen experience. Low pricing on tickets compares to Vox cinemas. Looking for new upcoming movies. The macro screen is awesome ✨"
Oasis Mall Salalah,Positive,Love this place
Oasis Mall Salalah,Positive,The best cinema theater on salalah
Oasis Mall Salalah,Neutral,جميل
Oasis Mall Salalah,Positive,شكرا لكم ع الاتقان والعمل الجميل
Oasis Mall Salalah,Positive,Very Nice and Clean Place.
Oasis Mall Salalah,Positive,Beautiful theatre
Oasis Mall Salalah,Positive,Very beautiful
Oasis Mall Salalah,Positive,ممتازة
Oasis Mall Sohar,Positive,Super
Oasis Mall Sohar,Positive,Nice theater
Oasis Mall Sohar,Positive,Best place for Indian food at all
Oasis Mall Sohar,Positive,ممتازة للمشاهدة و مريحه
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,جميل
Oasis Mall Sohar,Positive,"Excellent service
Quality superb"
Oasis Mall Sohar,Positive,احب السينما جدا
Oasis Mall Sohar,Positive,Nice
Oasis Mall Sohar,Positive,Very good movie theatres enjoyed the atmosphere inside
Oasis Mall Salalah,Negative,مكان أنيق ،،، وجووووو مع تهيئة ولا ارووووع
Oasis Mall Salalah,Neutral,Love story
Oasis Mall Salalah,Positive,مكان جميل
Oasis Mall Salalah,Positive,"مكان رائع وهادئ للتسوق بعيدا عن الازدحام
تتوفر فيه سينما كما تتوفر فيه جميع خيارات التسوق من مواد غذائية وكماليات ويحتوي على ركن خاص للإلكترونيات والأثاث المنزلي"
Oasis Mall Salalah,Positive,Awesome
Oasis Mall Salalah,Positive,سينما مرتب وتتوفر جميع الاحترازات  وقاعه كبيره وممتعه
Oasis Mall Salalah,Positive,Amazing place for movies
Oasis Mall Salalah,Positive,"Excellent ... cinema and especially VIP chairs Lie down watching your movie 🍿🎥,Best place to watch a movie in salalah, that to with a reasonable price.."
Oasis Mall Salalah,Positive,ممتازه جدا
Oasis Mall Salalah,Positive,"صف مقاعد الreclyne روعة و مريح و التجربة و لا أروع
انصح بشراء قارورة الماء من خارج المحل ب100 بيسة بدل دفع 700 عليها عندهم و مرات لا تتوفر و تضطر تشرب مشروبات غازية او غير صحية"
Oasis Mall Salalah,Positive,مميزه
Oman Avenues Mall,Positive,Amazing 🤩
Oman Avenues Mall,Positive,"One of the Best Cinemas in Oman.

They offer better combo offers to attract more customers.

Offering foods and drinks are good. Note outside foods are allowed.

Well maintained cinemas.

4D E-Moition screen, Kids screen are very special screens in Oman cinemas operated by Cinepolis."
Oman Avenues Mall,Positive,We had a great experience having my son’s birthday party at the junior’s cinema.. great staff and special shout outs to Roohan 💪🏼 for arranging the whole event 👍👍👍
Oman Avenues Mall,Positive,"This review is pertaining specifically to the Junior Theatre in Cinepolis at Avenues Mall. This is a unique experience as a mini play area is created right inside the theatre. There is a long slide which ends in a ball pit. There is a section for toddlers as well.
The seating area has been well designed for kids and adults to enjoy. The bean bag seats are a lot more comfortable than the non-reclining seats in other theatres. Of course, there is bound to be squeaks and cries of the kids since it is designed for them but for those families going with small kids, it should definitely be the first choice.
The screen and audio system cannot be called the best as there are better options available but then with the kids around, one will barely notice that."
Oman Avenues Mall,Negative,"Screen and shows are good, but they are turning off A/C while people inside the theatre and making movies miserable.
It's been observed on night time mostly.
They are not giving value to the viewers who are buying the tickets to watch shows. 😡"
Oman Avenues Mall,Positive,Better than the VOX as it's huge and comfortable seats
Oman Avenues Mall,Negative,"I WANNA CRY YOU'RE WORKERS WERE BULLYING US, HAVE BAD BEHAVIOUR AND BAD ATTITUDE WITH MY CHILDREN"
Oman Avenues Mall,Negative,"This is the third disappointing time we visited this place. I wouldn’t come again, but kids didn’t get Panda 4 ticket in Vox because it was full.
AC NEVER COOL, VERY VERY HOT INSIDE!!!!
Seats are uncomfortable and to close to each other in 4D.  I think you should take care of temperature inside,  public groups in FB of Oman also had chat about it many times."
Oman Avenues Mall,Positive,Good ambience
Oman Avenues Mall,Negative,"حجزت عن طريق الاونلاين وخصم المبلغ مرتين ولم يتم تاكيد الحجز وعند ارجاع المبلغ تم ارجاعه ناقص

خدمة تقديم الناتشوز غير عمليه"
Oman Avenues Mall,Positive,Great.
Oman Avenues Mall,Positive,"السينما بصراحه جميله جدا ..والقاعه فيها كراسي مريحه ... انا جربت VIP seat ..كان تجربه فريده جدا ...

المشكله الوحيده ان الممر كان ضيق ويعمل زحمه وقت الخروج  ...

بس التجربه كانت رائعه"
Oasis Mall Salalah,Positive,روعه
Oasis Mall Salalah,Negative,Nice Beautiful fantastic everything is good ❤️
Oasis Mall Salalah,Positive,تجربة ممتازه
Oasis Mall Salalah,Positive,"I visited during the lockdown, the place looks neat and tidy and the staff is friendly and helpful. The show that was on screen didn't match with the Lockdown timing so didn't watch any shows.

By any chance if anyone is looking for Sign Board Work for your new company. Contact here +96892858586

We do all Kinds of Sign Board Work:
1. 3D Sign Board
2. 3D Letters with LED
3. Digital Printing Sign
4. LED building animation lights indoor and outdoor
5. Custom-designed LED lightings
6. LED RGB animation strip lights
7. DMX controllers and all type of LED dimming systems
8. LED cove lighting and LED strips
9. Hi power LED wall washers
10. Hi resolutions RGB LED displays
11. All type of LED strip lights
12. All type of signs and advertisement

Contact us at +968 92858586 on WhatsApp, message here and I'll send you the works we have done lately."
Oasis Mall Salalah,Positive,افضل سبنما في صلاله
Oasis Mall Salalah,Positive,Nice theater to watch movies....Had a good time there with my family by watching Tom and jerry movie
Oasis Mall Salalah,Positive,Nice
Oasis Mall Salalah,Neutral,واجد حلو
Oasis Mall Salalah,Positive,Great place
Oasis Mall Salalah,Positive,amazing place
Oasis Mall Salalah,Positive,تجربة جميلة ..
Oasis Mall Salalah,Positive,ممتاز ... السينما وخاصة كراسي vip استلقي وانت تشاهد فلمك
Oasis Mall Sohar,Positive,Amazing
Oasis Mall Sohar,Positive,جميل
Oasis Mall Sohar,Positive,صالة سينما
Oasis Mall Sohar,Positive,Its good
Oasis Mall Sohar,Negative,لم اجربه
Oasis Mall Sohar,Positive,سينما
Oman Avenues Mall,Positive,"Friendly staffs
Good atmosphere
Affordable movie ticket price
Ticket purchase offers"
Oman Avenues Mall,Positive,4D is amazing here.
Oman Avenues Mall,Negative,"Theater is good but the rules and regulations must have change.
There was a bad experience that the theater management is ready to cancel and refund 9 movie tickets because of we have 100 Baisa water bottle. That was really bad, and in cinepolis providing same water bottle 600 Baisa, it’s looting peaples who come to watch movies.

Overpriced tickets and concessions! It's like they're trying to squeeze every last penny out of you. I'll be streaming movies at home from now on."
Oman Avenues Mall,Negative,Very high price for small water bottle. We can avoid to buy any other foods from the cafe. But water is so essential for us. The cinepolis staff took the water bottles which we bought outside. I bad behaviour from cinepolis staff.
Oman Avenues Mall,Positive,"Loved this screen, sound and seating comfort. Excellent Cinema experience."
Oman Avenues Mall,Positive,Good sound quality
Oman Avenues Mall,Positive,تجربة رائعة جدا اكل ممتاز
Oman Avenues Mall,Positive,Kids cinema are awesome and fun time for the kids
Oman Avenues Mall,Negative,"i am writing this letter due to a problem I encountered while attending a movie at your theater. Normally, minor inconveniences do not bother me, but I was surprised and disappointed to complaint reaction
I went to see the 11:10 P.M.15/2/2024  showing of premala at your theater. When I arrived I too hot inside theater. I  complaints to ticket counter no one respond"
Oman Avenues Mall,Positive,The best
Oman Avenues Mall,Negative,Security service very very very bad... They are behaving very rude with customers.. especially expats... Kindly make them understand..
Oman Avenues Mall,Positive,Very nice ceinma for kids imparts with it kids can play like there are in the play ground before the move I like it good job
Oman Avenues Mall,Positive,"Kids enjoyed a lovely new experience at Cinépolis Junior cinema with the long slide, mini playground and bean seats."
Oman Avenues Mall,Positive,Amazing
Oasis Mall Salalah,Positive,So perfect & I like it
Oasis Mall Salalah,Positive,"Good atmosphere, with all the safety measures. Body temperature Checks for the staffs and the moviegoers. Polite and good responsive staffs. Clean and clear overall. Good sound system but need fine tweeks based on movie and the audience.

Main concern is the kids area. Usually kids love to watch movies along with playing, but the kids play is not allowed/not started. I hope they'll load the kids stuff in the future after pandemic.

Need to add more beverages and snacks items, only few basic items available to choose."
Oasis Mall Salalah,Positive,Good
Oasis Mall Salalah,Positive,Good Entertainment place
Oasis Mall Salalah,Positive,القاعات كبيرة والكراسي مريحة
Oasis Mall Salalah,Neutral,تطبيق السينما زفت و كذلك أسعار المأكولات عندهم جداً غالية وحاولت أدخل موقعهم الإلكتروني كذلك مش مفهوم بس لا أنكر قاعات السينما جداً ممتازة
Oasis Mall Salalah,Positive,Good movie theater
Oasis Mall Salalah,Positive,Awesome 😍
Oasis Mall Salalah,Positive,سد جوفي لمياه وادي الجبيه او السليف
Oasis Mall Salalah,Positive,"افلام حديثة متنوعة
راقية
الخدمات ممتازة"
Oasis Mall Salalah,Positive,مناسبة للعوائل بوجود العاب داخل السينما
Oasis Mall Salalah,Positive,"Best place to watch a movie in salalah, that to with a reasonable price.."
Oasis Mall Sohar,Positive,جميل
Oasis Mall Sohar,Positive,افضل موظف سالم المعمري
Oasis Mall Sohar,Negative,السيكيورتي المصري تعامله سيئ جداً ارجو تبديله ب شخص افضل تركنا السينما بسبب تعامله
Oasis Mall Sohar,Negative,الاسعار غالية وتعامل الموظف المصري غير محترم
Oasis Mall Sohar,Negative,السيكيورتي المصري خايس تعامله و الاسعار غاليه و التكييف تعبان
Oasis Mall Sohar,Neutral,All screens are outdated ... maintenance required...screen quality is poor
Oasis Mall Sohar,Positive,ما شاء الله سينما جديدة وقاعاتهم كبيرة ومرتبة وخدمة طيبة من قبل الموضفين
Oasis Mall Sohar,Positive,جميل
Oasis Mall Salalah,Positive,اقوى سينماء في محافظة ظفار تجربتي لها كانت ممتعة
Oasis Mall Salalah,Positive,I've been going here for movies a few times now. The theater screen & audio is superb. As well as all the amenities and staff are so good. Well recommended for the movie lovers 👍👍
Oasis Mall Salalah,Positive,NYC Theator.I enjoyed watching street dancer.
Oasis Mall Salalah,Positive,جيد جدا باستثناء الاسعار
Oasis Mall Salalah,Positive,Kids friendly. Friendly staffs. The junior cinema has playground in it. My children had lots of fun in the cinema.
Oasis Mall Salalah,Positive,Good Cinema Screens with Good Caramel Popcorns
Oasis Mall Salalah,Positive,Very nice parking
Oasis Mall Salalah,Positive,ممتازة
Oasis Mall Salalah,Positive,Loved the late night shows..
Oman Avenues Mall,Positive,Ticket prices are very expensive
Oman Avenues Mall,Negative,"Worst cinema in oman,
AC don't work all the time, suddenly lights go on.
don't deliver the food as per the order.
very bad experience, and this is not the first time
اسواء دار سينما في عمان
المكيف ما يبرد ( حرررر)
فجأة الاضاءه تشتغل
الاكل ما يجي حسب الطلب
تجربه سيئه جدا  وهذي ليست التجربه الاولى"
Oman Avenues Mall,Negative,Today we came for movie it was really very bad customer service… No value for customers.. .. Felt really upset from bad experience.. Try to keep good staffs…
Oman Avenues Mall,Neutral,Air conditioning is very poor.
Oman Avenues Mall,Negative,In online show time they mentioned but when we went directly they informed show is cancelled due to manpower availability. We travelled from far for night finally disappointed.
Oman Avenues Mall,Positive,Very good
Oman Avenues Mall,Negative,"Last time we noticed a very unprofessional behavior from the entry staff. Show was late. Upon approaching the counter TWICE we were informed to be seated at the reception as the show is late and they would call us before it starts. No one informed and we kept waiting. Hence we missed the first 10 mins of the movie despite of the fact that we paid extra amount for booking, Never experienced the same from VOX."
Oman Avenues Mall,Positive,Go for 3 OR seats. It is good.
Oasis Mall Salalah,Negative,👎👎
Oasis Mall Salalah,Positive,Good movie theatre. Small but comfortable. Good sound system and seating arrangenent to provide good viewing experience.
Oasis Mall Salalah,Positive,Restaurants for dining is required
Oasis Mall Sohar,Positive,"Best cinema in Suhar and better than most cinemas in Muscat.
The tickets and confectionary items are a bit expensive. However, you get what you pay. They have an amazing kids cinema with some bean bags and play area including a giant slide. You can order food while in the comfort of your seat. Also the seats are comfortable including the standard ones."
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,Good theater have offers always
Oasis Mall Sohar,Positive,رائعة
Oasis Mall Sohar,Positive,Budget friendly cinema in Sohar
Oasis Mall Sohar,Positive,"Except Annoying ads , ambient ok"
Oasis Mall Sohar,Positive,god
Oman Avenues Mall,Positive,"Indulge in Cinematic Luxury at Cinépolis VIP Muscat

Cinépolis VIP Muscat elevates the movie-going experience to new heights of comfort and sophistication. From the moment you step into the plush lobby, you're enveloped in an atmosphere of elegance and exclusivity.

Unparalleled Comfort

Sink into the plush, fully reclining seats that offer ample legroom and personalized controls. Indulge in the complimentary blankets and pillows, creating a cocoon of comfort while you immerse yourself in the cinematic world.

Gourmet Delights at Your Seat

Cinépolis VIP Muscat takes the concept of in-seat dining to a whole new level. A dedicated waiter is always at your service, ready to take your order from an extensive menu of gourmet treats. From savory snacks to decadent desserts, your culinary cravings are sure to be satisfied.

First-Class Service

The attentive staff at Cinépolis VIP Muscat ensures that your every need is met with professionalism and a genuine smile. They anticipate your desires, whether it's refilling your drink or adjusting the lighting, ensuring an uninterrupted and enjoyable cinematic experience.

Technological Excellence

State-of-the-art projection and sound systems deliver breathtaking visuals and immersive audio, transporting you to the heart of the story. The crystal-clear images and captivating sound effects make every scene come to life.

A Luxurious Escape

Cinépolis VIP Muscat is more than just a movie theater; it's an escape from the ordinary, a sanctuary where you can unwind and indulge in a world of cinematic excellence. Whether you're seeking a romantic evening or a memorable outing with friends, Cinépolis VIP Muscat promises an unforgettable experience.

Key Highlights

Plush, fully reclining seats with ample legroom
Complimentary blankets and pillows for added comfort
In-seat gourmet dining with an extensive menu
Attentive and professional staff
State-of-the-art projection and sound systems"
Oman Avenues Mall,Positive,Awesome ambience and sound system
Oman Avenues Mall,Positive,It was an amazing experience.
Oman Avenues Mall,Negative,Bad management. We arrived 10 min before the movie start. and they did not let us enter. They said we have to enter when the movie start
Oman Avenues Mall,Positive,Very good place. I like it
Oman Avenues Mall,Positive,great customer service and cinema experience
Oman Avenues Mall,Positive,Nice
Oman Avenues Mall,Positive,مكان جميل
Oasis Mall Sohar,Positive,Sami is the best at cinepolis
Oasis Mall Sohar,Positive,Very beautiful sound effects.
Oasis Mall Sohar,Positive,Nice attitude of staff and good services
Oasis Mall Sohar,Positive,جميييل
Oasis Mall Sohar,Negative,"During the screening, I was very disturbed by the presence of children in the playground area. Their screaming made it impossible to listen to the movie.

Given the significant amount we paid, we expected a high level of service. Unfortunately, this experience has left me reluctant to return to your theater."
Oasis Mall Sohar,Positive,Very friendly behaviour and very helpful @sami
Oasis Mall Sohar,Positive,سامي موظف ممتاز ومتساعد
Oasis Mall Sohar,Positive,Better than Vox
Oasis Mall Sohar,Positive,Very friendly
Oasis Mall Sohar,Positive,دا باشا قدع
Oasis Mall Sohar,Positive,سامي موظف ولا غلطه
Oman Avenues Mall,Positive,Always had a great experience in cinepolis
Oman Avenues Mall,Positive,الخدمة سريعة و القاعات واسعة و مريحة
Oman Avenues Mall,Positive,"Really nice movie theater, nice screen and sounds"
Oman Avenues Mall,Negative,They have made the smallest cup in the world and fill the coffee half the cup and take 1.2 OMR.
Oman Avenues Mall,Neutral,Good
Oman Avenues Mall,Positive,Luxury seats are amazing
Oman Avenues Mall,Positive,Amazing experience watching cinema
Oman Avenues Mall,Positive,👍👍👍👍
Oman Avenues Mall,Positive,احلى شي عندهم 4D motion
Oman Avenues Mall,Positive,Good arrangement of seats
Oman Avenues Mall,Positive,"Its a nice movie experience there, friendly staff and if you choose wisely online you will get tickets for best price"
Oman Avenues Mall,Positive,Good t see Good picture
Oman Avenues Mall,Positive,Nice entertaining timing location
Oasis Mall Sohar,Positive,صاله جميله
Oasis Mall Sohar,Positive,Best entertainment place and pocket friendly
Oasis Mall Sohar,Neutral,Sound effects below average
Oasis Mall Sohar,Positive,ممتازه
Oasis Mall Sohar,Positive,Very nice screen.. comfortable seats
Oasis Mall Sohar,Positive,"Good one, Enjoyed"
Oasis Mall Sohar,Positive,good
Oman Avenues Mall,Positive,Excellent 👌
Oman Avenues Mall,Positive,Most good viewing experience in oman. Sound quality seating are good. Only the thing is they charge 600 bz for a small bottle water which we can buy for 100 bz from outside.
Oman Avenues Mall,Positive,No 1
Oman Avenues Mall,Positive,The pricing was at its best till August 2023. The sudden increase in the pricing after September was unexpected and now people making change to vox cinemas in mall of man  but If you are using bank muscat credit cards the pricing can be adjusted but not everyone can enjoy it's benefits
Oman Avenues Mall,Positive,"Visited Here for watching Leo . Overall Good Experience. Good screen good seating. Sound quality is not too good . Still it is good for the price . Show supposed to start at 2'15 but it started at 2'30 because of the rush . Try not to buy snack because it's quite expensive.
Booked in the main screen ie, Macro XE. Other screen is small as compared to this one.
Overall good Experience."
Oman Avenues Mall,Positive,Good Experience... 😘🤗🎉
Oman Avenues Mall,Positive,"القاعه اللي دخلتها كانت كبيرة,  الشاشة كبيرة و الأصوات عالية جدا كأنك داخل الفيلم!"
Oman Avenues Mall,Positive,"Big screens, comfortable and clean seats, lot of parking options, but quite expensive snack & drinks options"
Oman Avenues Mall,Neutral,Watched Jawaan. Was a good experience. Felt that the volume was too high. Snacks are good but a pit overpriced. The security staff is bit serious and stern
Oman Avenues Mall,Positive,"Much better then other cinemas, also food options are many, only downside Vox still serves the best Caramel popcorn :)"
Oman Avenues Mall,Positive,Good 😊👍
Oman Avenues Mall,Positive,Luxurious
Oman Avenues Mall,Positive,Quality sound and screen
Oman Avenues Mall,Positive,Good
Oman Avenues Mall,Positive,Clean n tidy
Oman Avenues Mall,Positive,Best theatre experience and variety of snacks
Oman Avenues Mall,Positive,Great Experience 👍
Oman Avenues Mall,Positive,Good
Oman Avenues Mall,Positive,"Deluxe seats are comfortable.  Discounted rates for the Indian movies. However, it was very expensive if you wanted to buy snacks"
Oman Avenues Mall,Positive,"Superb experience, especially the sound system is extraordinary."
Oman Avenues Mall,Positive,"Nice place, reasonable price. It's inside the mall and very close to the roof parking lot.
There are junior, regular, and luxury cinema... I believe you should try each of them at least once for the experience. The junior has slide from top to bottom section of the seating, and the luxury has retractable seat, pillow, and so on...
The food is decent, with reasonable price for cinema food.
Last time I visited, it was empty... Junior cinema was only 3 person, and luxury was only 7 person I think..."
Oasis Mall Sohar,Negative,الاكل غالي جدا روائح الطبخ في كل مكان السكورتري يحتاج مزيد من التدريب
Oasis Mall Sohar,Positive,Niice
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,His performance well and Anjum serviced us very good and appreciated it that because his well in customer cooperation.
Oasis Mall Sohar,Positive,He is well cooperated and his services very good his anjum
Oasis Mall Sohar,Positive,"Overall ambience, seating, cleanliness and sound quality were amazing"
Oasis Mall Sohar,Negative,سيئ للغاية لا انصح به
Oman Avenues Mall,Neutral,Sometimes I experience very low sound
Oman Avenues Mall,Positive,قمة الروعة والجمال....
Oman Avenues Mall,Positive,"Nice cinema hall, very neat, good service"
Oman Avenues Mall,Positive,Best theater to watch movies
Oman Avenues Mall,Positive,Good Experience 😇😇😇 Luxury Cinema Hall
Oman Avenues Mall,Positive,Excellent theatre and very easy to access the location and parking
Oman Avenues Mall,Positive,"I loved this place , this is the only cinema I go to, it is more affordable than Vox cinemas for sure!"
Oman Avenues Mall,Negative,"Worst sound quality in screen 10.

Me watched same movie from vox from quram 2 days before.... Wen compared to vox this sound system is very very bad...... Totally dissapointed and Not reccomended👎"
Oman Avenues Mall,Negative,I had visited here last week for a movie. It was scheduled to start at 8:50pm but however there was almost a 40 minute delay due to a technical error on the projector which was handled by the service team only after several visitors alerted them.
Oman Avenues Mall,Positive,Very organize and clean environment!
Oman Avenues Mall,Positive,Cinepolis is a nice place to watch movies with family or alone as it’s usually not as crowded as rest of the cinemas in and around muscat. Clean and excellent cinema experience.
Oman Avenues Mall,Positive,"We tried the “ luxury” , it is Better than the hold in Vox cinema. The loungers a super comfortable. We didn’t try their food but it looked ok on the menu and good choices. It is at Avenues mall, i’ll definitely go again"
Oasis Mall Sohar,Positive,كان ودود جدا وممتاز
Oasis Mall Sohar,Positive,"Actually this not first time to visit, the movie was amazing we chose land of bad, the hall it's comfortably but the staff was nervous they didn't suggest us for offers also for handling was shay.
Please training them n customer service."
Oasis Mall Sohar,Positive,Ok
Oasis Mall Sohar,Positive,Great job 👏🏽
Oasis Mall Sohar,Positive,ممتازين
Oman Avenues Mall,Negative,Screen 9: Pathetic sound quality and poor projection quality.
Oman Avenues Mall,Positive,Thalaivar uh... nirantharam 🔥
Oman Avenues Mall,Negative,Ac not working.. and sound system very bad…. Never watch next time 🥵
Oman Avenues Mall,Positive,👍👍👍
Oman Avenues Mall,Positive,Good
Oman Avenues Mall,Neutral,"their timing is very confusing.. they have 12pm screening but the cinema will open only at 1pm…

i went there before 12pm but it’s closed"
Oman Avenues Mall,Positive,"Nestled in the massive Oman Avenues Mall, Cinepolis is a great multiplex, as good as they come. There are ten theatres in the complex with comfortable seating and effective audio system. We sat in the back rows which definitely have a beautiful viewing experience.
Back rows recommended."
Oman Avenues Mall,Positive,"Having an alternative option for a cinema experience is always welcomed!

Recently, I tried the luxury venue of another competitor's cinema, and to say the least, it was not as comfortable, or grand as I expected.

This place revived my faith in paying a premium for a luxury experience, and actually getting a luxury experience. The seats are relaxing to sit on, considering yet again the movie we watched was exactly 3 hours long. The leg rests could use a bit more cushioning, but the lumbar support is so much better than the competition.

Picture and sound quality is great too. However, I don't know if it's my bad luck again at play, but we had the fire alarm blip light up during the movie, and then randomly turn off after a short while.

Food is great, but the popcorn could certainly be better. I unfortunately could not take photos of the dishes we had cause of the lighting situation during the movie, but I HIGHLY recommend you order their free-range chicken burger, popcorn chicken with honey mustard, and the nachos with cheese.

Price?

I would probably recommend to try the luxury plaza once, or keep it for big blockbuster movies, but generally speaking, I would opt for the regular plazas, which from other reviews, and photos, actually looks very decent as well."
Oman Avenues Mall,Positive,Awesome
Oman Avenues Mall,Positive,"One of the best theatre in Muscat, staffs, sound, seats and environment is really awesome. Theatre ambience and snacks are really good."
Oman Avenues Mall,Negative,"أسوء سينما قد تجربها ف حياتك …
مستحيل تجرب شي اسوء من سينما ها الشركه"
Oman Avenues Mall,Positive,Best experience especially in the luxury cinema
Oman Avenues Mall,Negative,"Very bad service
Purchase online or kiosk only

That also not working hence have to dropped movie plan"
Oman Avenues Mall,Positive,Good experience
Oasis Mall Sohar,Negative,قليل خصوصية
Oasis Mall Sohar,Negative,الاسعار غاليه وخدمة الفي اي بي ناقصه وتخدم نفسك بنفسك(برسوم) مافي خدمات تقدم لك
Oasis Mall Sohar,Positive,The best cinema in Oman
Oasis Mall Sohar,Negative,"I’m so upset because of the change of Nachos combo, now sauces comes in a small boxes thats not even enough for the half of the nachos shops :("
Oasis Mall Sohar,Negative,Cheese not enough
Oasis Mall Sohar,Positive,"Good atmosphere to watch movies with friends and family. They maintain the place neat and clean. The show time is from morning to night. English, Malayalam,Hindi tamil and a wide variety of language movies can watch here"
Oman Avenues Mall,Negative,"In order to view a movie, I should first be able to book online, but unfortunately the website is not working due to popups...so zero points !"
Oman Avenues Mall,Positive,"I absolutely love this cinema, it's clean. Seats are very.comfortable. The sound system is good. The temperature inside the cinema is also good.  Customer care is great. The staff are friendly and helpful. Best of all is that you get good discounts when booking online.

A good range of snacks available that you can order online. Plenty of ticket counters or self service kiosks. I love everything about this cinema. I hope to try the luxury cinema next time. One downside is they should not allow kids below 5. It interrupts having a 5 star experience. One kid can be a disturbance to the entire audience. My recent experience was similar as i explained. The management and staff really should look into it. Its pretty annoying ."
Oman Avenues Mall,Negative,too expensive and very slow service. Very unorganized too
Oman Avenues Mall,Positive,The staff are attentive and professional. The luxury cinema is so comfortable and you can order to food drinks from your chair! Highly recommend this cinema.
Oman Avenues Mall,Positive,Had a great movie experience. The picture & sound qualities were good.
Oman Avenues Mall,Positive,"First time there and all I can say.. Their customer service is excellent.

Cinema wise quite normal"
Oman Avenues Mall,Positive,Very neat place and family entertainment  place
Oman Avenues Mall,Positive,Good ambiance and reasonable ticket price
Oman Avenues Mall,Neutral,I thought cinepolis had changed but visited last again and noticed the surround speakers are still kept off and only the speakers near the screen works. Sound quality is low which ruins your cinema experience.
Oman Avenues Mall,Negative,Bad website. There page is very slow to load and I’ve been trying to contact them by phone to create a booking and no one is replying. Didn’t expect an international cinema brand to be such low quality.
Oman Avenues Mall,Neutral,"The seats are not comfortable at all and no ice cream cone. However, the service is fast and the toilet are very clean."
Oasis Mall Sohar,Positive,Not bad
Oasis Mall Sohar,Positive,Can feel awesome movie experience.and a good food counter.Pretty neat and clean atmosphere and good cushioned seats and recliners are also available.
Oasis Mall Sohar,Negative,سيئ
Oasis Mall Sohar,Positive,Ok
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,جيد
Oman Avenues Mall,Negative,AC was ineffective.
Oman Avenues Mall,Positive,Good and more fun
Oman Avenues Mall,Positive,Awesome 👍
Oman Avenues Mall,Positive,سينما تستحق التجربه 🤩👌
Oman Avenues Mall,Neutral,"Wanna experience 4D cinema they got one
With the moving chairs, wind and water drizzle to feel the thrill of your next action movie

Also they have kids cinema to have a different experience for your kids"
Oman Avenues Mall,Negative,"Today 19th March 7:35 show we are only family 3 person in screen 7. They didn’t start AC. It was hot. If they want they can cancel the show it’s ok,  but can’t keep customer in this situation. Very bad"
Oman Avenues Mall,Neutral,Alright. Nothing great.
Oman Avenues Mall,Negative,Uncomfortable seat and screen was not clear
Oman Avenues Mall,Positive,Good and hygienic place
Oman Avenues Mall,Positive,Very nicr
Oman Avenues Mall,Positive,Nice space and good quality sound effects in the theatre.
Oman Avenues Mall,Negative,"I am extremely unsatisfied with this service, I found the customer service very poor and would not recommend coming here."
Oman Avenues Mall,Positive,ممتاز وأسعاره ممتازه..
